time,mean_price,sigma_simple_r,sigma_ln_r,sigma_daily_7
2024-02-01,42385.54843358082,0.274961019932494,0.27494652280752013,
2024-02-02,42991.35424941018,0.22149297181430558,0.22148552369099475,
2024-02-03,43046.71189728345,0.12244226446778687,0.1224330607367918,
2024-02-04,42838.79650904048,0.19386631972344492,0.194036206673361,
2024-02-05,42711.02072663727,0.22989460825388072,0.22992236470349864,
2024-02-06,42906.26911282465,0.22721296969992674,0.22728955887832822,
2024-02-07,43243.146155779345,0.2649819904482272,0.2649827650803813,
2024-02-08,44817.841011890545,0.28023888349978504,0.2802101236750937,0.2689455882315924
2024-02-09,46678.19653865744,0.41745693506380244,0.41755502704304204,0.36263894815475145
2024-02-10,47307.77298104614,0.21034499221996564,0.21034370776749203,0.35129048155319703
2024-02-11,48056.61849580722,0.2394960958755136,0.2394854126713439,0.3147064129087581
2024-02-12,48747.33930750986,0.43225930638160415,0.43223109414688415,0.27064808309088834
2024-02-13,49632.09511348973,0.40877106035618904,0.4088186528524762,0.2424515489874128
2024-02-14,50848.0074878722,0.4280417335299625,0.4279659497038823,0.21546191081193425
2024-02-15,52088.62096070459,0.3894014701682491,0.3894535723210323,0.18714107384394593
2024-02-16,52040.14102957495,0.29663037497289335,0.29667339971481127,0.16403793309381892
2024-02-17,51634.98099182409,0.2630281595999017,0.263022436826688,0.23705889677865652
2024-02-18,51751.54519990308,0.22399812992564702,0.22398883221842597,0.24606415718745214
2024-02-19,52136.583965631624,0.2594689367931365,0.2594838914359111,0.24487333277730472
2024-02-20,51877.47520074148,0.3728080910895745,0.37286583578974475,0.25321392908368556
2024-02-21,51456.81098296001,0.3780239775212895,0.37795136605431945,0.2186736898483388
2024-02-22,51536.95996096848,0.3203129124121515,0.32040260146157484,0.11001023613560067
2024-02-23,51049.36603266856,0.2786546679975677,0.2786605370382143,0.12369235588737791
2024-02-24,51128.11717968844,0.15886351188144293,0.15886476911664033,0.11871332538413008
2024-02-25,51630.582935493585,0.17745394892547492,0.17744606155347373,0.14297541398332816
2024-02-26,52326.509943614095,0.3739500808693776,0.373833957481504,0.16744515180848418
2024-02-27,56476.615370427986,0.5403880109712598,0.5402300280973266,0.5846379956238809
2024-02-28,59282.87330901321,0.9646955036527949,0.9653842655465767,0.6086170064784474
2024-02-29,62091.733187360645,0.7286162326673887,0.7288711185871448,0.6102022778681677
2024-03-01,61879.40930577562,0.42115355555074413,0.4212255480487613,0.589201511781788
2024-03-02,62022.05670111561,0.2448227101887337,0.24483906911069425,0.587120044298416
2024-03-03,62223.16333375085,0.29256733573595006,0.2926029298191911,0.6015189462475891
2024-03-04,65307.33414451861,0.6553531716424388,0.6555982431327735,0.6070339454243934
2024-03-05,66222.1837030284,1.212958340089423,1.2139969311684684,0.46859142245137064
2024-03-06,65951.91782035452,0.7870276478872196,0.7870861295938354,0.44428780212158925
2024-03-07,66831.03255770891,0.5212780652289067,0.521637097638113,0.355062943654009
2024-03-08,67795.08988715733,0.662390875181289,0.6632998623727223,0.33466827606323807
2024-03-09,68399.338191203,0.17871152800024265,0.17871343727580868,0.32476971632176643
2024-03-10,69396.74804545022,0.36972986779304273,0.3697374170993573,0.311547691409706
2024-03-11,70989.86035663697,0.6267855053520159,0.6269332221589063,0.15725969985950522
2024-03-12,71661.5442555788,0.7042661913983462,0.7043708401397712,0.15718811128407423
2024-03-13,72728.8826589796,0.4381806379933912,0.438161414861361,0.08838645836568203
2024-03-14,72180.83615056577,0.6567473557597827,0.6567625627659686,0.18005118942756457
2024-03-15,68528.2101414077,1.0685623350322306,1.0692480774416482,0.4760325599968694
2024-03-16,68154.069322472,0.6331916169458026,0.6333280476704205,0.47429651932727324
2024-03-17,66931.59717348038,0.4956475450374743,0.49563842639846195,0.47057439319317207
2024-03-18,67582.36529586092,0.5205859158455813,0.5206954802533964,0.4309730885960588
2024-03-19,64239.5129113735,0.9532744914025837,0.9532593526918544,0.500348999960385
2024-03-20,63774.1090582279,0.9212945204571363,0.9211351572159837,0.4414205309936638
2024-03-21,66627.34809322326,0.6325398168243394,0.6325568868086264,0.637330099589346
2024-03-22,64607.614927617,0.6437835650473566,0.6438696117339469,0.5741285679826365
2024-03-23,64495.863397017805,0.38451790513915896,0.3844907250849615,0.5757595339127638
2024-03-24,65137.25578834001,0.4394131070506112,0.4394887876646827,0.5800832697711534
2024-03-25,68290.07602598649,0.5405284826177656,0.5403385527022831,0.690385385301203
2024-03-26,70299.42855061388,0.4282211756030144,0.4282504317495233,0.5538269968365315
2024-03-27,69690.16635509276,0.5279380242327282,0.5281357122722049,0.5571237519452085
2024-03-28,70324.64740670912,0.36669284715548944,0.3666727056206868,0.4893729198085643
2024-03-29,70031.81136692403,0.2869589072362709,0.2870517145116529,0.3913678072774962
2024-03-30,69981.12253561016,0.15630441358270866,0.1563088088654118,0.3893207913688588
2024-03-31,70423.79085825685,0.22229846478675536,0.22226450253132446,0.3913003499813466
2024-04-01,69666.73876011347,0.4205654154341701,0.42067644084579453,0.2629823428443259
2024-04-02,66309.99261179037,0.7083510039265761,0.7092493663344732,0.3648290624252041
2024-04-03,66034.5945375997,0.4575187084810779,0.4575624096961874,0.3658952570755744
2024-04-04,66900.80491672251,0.416003050000215,0.4159652289821708,0.37792813230649525
2024-04-05,67445.51704676652,0.45588955189325886,0.45603095233003843,0.39353780967723784
2024-04-06,68058.65204669634,0.24242689838500586,0.24239920011643232,0.40646025401603325
2024-04-07,69391.98423011016,0.2723070575059714,0.27234750344843056,0.4366737092121293
