date,fee,c,price,liquidity
2023-06-01,16269.110681997512,0.03322497918199271,1858.8766041445153,4145402261654663734
2023-06-02,11876.479261625316,0.032857878167433505,1904.455531247522,3023121806836268482
2023-06-03,6114.929826516211,0.011888281849119213,1889.3542641605857,4319252070214684252
2023-06-04,6268.8613556041655,0.012052951381676544,1890.9259059280778,4365669641817291002
2023-06-05,27409.14993583803,0.06449784490916213,1810.1241741638867,3645768121948313038
2023-06-06,22684.99622301072,0.04499896464183339,1882.487748259531,4240948270507052155
2023-06-07,21972.026159461115,0.04384720439579397,1828.439558966189,4277408799730802270
2023-06-08,8266.29452650184,0.01648046459599267,1848.039345236217,4258716028902669311
2023-06-09,7789.573642700832,0.01551144948698579,1835.3164977203605,4278570424450969471
2023-06-10,38900.03792105903,0.09955645289166398,1752.16740475549,3407106240596065737
2023-06-11,9677.473710896118,0.02425150822318397,1750.8066371041152,3480943863679272704
2023-06-12,13832.924616031021,0.035411867368598665,1740.694155915518,3417407829527170316
2023-06-13,11795.301444501067,0.030447453695951143,1737.881640294241,3391882760122983872
2023-06-14,24387.617299455072,0.06806208742433381,1648.543721062986,3221118754308559275
2023-06-15,18379.398158636275,0.04640504843801628,1667.0809404666338,3540630262967946258
2023-06-16,13347.348004159483,0.03598522672427242,1721.3854435945066,3263056111781972942
2023-06-17,12934.145425417924,0.03396279774429552,1727.453845779409,3344443926866368125
2023-06-18,7072.752786450514,0.017720659183305794,1720.365165156901,3512296329715323794
2023-06-19,18115.07332070736,0.03816807587996387,1732.766817824286,4161622015566219918
2023-06-20,20990.737914489488,0.04786104572507711,1789.374415292776,3784319325107662676
2023-06-21,37601.31295565285,0.08129765469532801,1894.5937133585849,3878464415810685613
2023-06-22,22913.27562082695,0.045309283718698086,1874.3308243620725,4263533928187512588
2023-06-23,25703.17998158077,0.05403360705171128,1887.4477287124791,3996485992185590659
2023-06-24,11529.608798056091,0.0226410032561198,1872.5391157169597,4295327869814061164
2023-06-25,12879.344377166044,0.028683642958849585,1899.8340320726036,3760057452196764267
2023-06-26,26198.15380726055,0.0589838762033236,1855.3492224028857,3763720887976159412
2023-06-27,16682.119309536803,0.03731017664273909,1891.1921955061716,3752744081531099133
2023-06-28,14445.458165312408,0.03252522501031244,1831.4534049455713,3787964834866125961
2023-06-29,10266.949275861754,0.022834672373324327,1851.0969331294482,3814388420938496241
2023-06-30,50438.51818610408,0.1034876807563824,1937.2361517007191,4041803977075529022
2023-07-01,6125.519127220571,0.01148480540477748,1923.4761282114594,4438832154386536642
2023-07-02,18479.408261780354,0.036778020144597245,1936.756696095272,4167302680522177404
2023-07-03,9233.050584357836,0.026653064005466957,1954.5345147549153,2860021284224628321
2023-07-04,4410.991859285626,0.013831388179656018,1937.3006819425286,2644629481641681574
2023-07-05,7401.452918332668,0.0217163020225812,1909.8686194022544,2846572345094435490
2023-07-06,23573.72505522073,0.0536836744415148,1852.6194871462342,3723794708602201527
2023-07-07,11706.680047486687,0.022136094781528958,1865.3233600210785,4469392986553426251
2023-07-08,6582.136201531846,0.01245442310432618,1860.0028821052838,4472798205677339586
2023-07-09,5398.25455491314,0.010041818386907505,1862.4665983763439,4546630022125931519
2023-07-10,13514.483823029606,0.029181956650542573,1876.1037879989412,3902559103265214693
2023-07-11,5352.927435920302,0.011905430155922637,1874.0323364784576,3790972105703358776
2023-07-12,8538.400102170912,0.019006730429764307,1870.1914503419016,3791568593352364339
2023-07-13,24909.789554210452,0.07342543133277094,2003.2800588938874,2766594966943702638
2023-07-14,22032.32246929732,0.05945051142850714,1936.9585092017128,3073529527916018410
2023-07-15,2392.01442473775,0.006312296564048394,1931.5918306652138,3147107544376097279
2023-07-16,4331.616489635709,0.011658400393838893,1923.0325668440394,3092506183232174235
2023-07-17,17633.527164794945,0.047808623497031764,1912.7709703226226,3078182253079092772
2023-07-18,9489.062271389092,0.0195991240451272,1895.5640733732762,4058917882708969894
2023-07-19,9014.878706303556,0.01863444298127261,1888.8267937010148,4062938695406540065
2023-07-20,10161.403742551776,0.0187381849763969,1892.0683679447072,4550411136276766198
2023-07-21,4312.148447868635,0.007947947850313096,1892.6257108621014,4551967902539785822
2023-07-22,8251.450410259104,0.017134704474709214,1859.2652584754621,4076391269749034927
2023-07-23,9484.65000919223,0.019530284353357907,1883.3661943192774,4084493622740443512
2023-07-24,10709.734793507225,0.02262657632497613,1847.92840132341,4018927445596050614
2023-07-25,2850.927981982882,0.005993713179957002,1859.3559669132214,4026260621892381051
2023-07-26,10070.41868931438,0.021104423137924797,1872.0447119259984,4025397729485644851
2023-07-27,4957.6234424056265,0.01150506627215751,1859.5742605652524,3647291826592837483
2023-07-28,3264.0846257601584,0.0075304842784713515,1873.067593268247,3655566116303170703
2023-07-29,1106.878917196564,0.002545819880475186,1880.3554335788722,3659698699067887520
2023-07-30,6345.434623504867,0.008701686471578983,1858.9220917042646,6173340230106349239
2023-07-31,6038.445294753255,0.008258956604636108,1857.0908174283443,6192645867141042600
2023-08-01,17990.86776318211,0.024434057883035293,1869.164949198446,6216208362593557969
2023-08-02,16142.336183701742,0.03770656433840932,1840.1192032748463,3642665649003446900
2023-08-03,6023.105157803309,0.014092647439216925,1837.2823869772114,3639424941595235253
2023-08-04,5327.946355765093,0.008231786280053702,1827.5012653725864,5526240462430345399
2023-08-05,1616.8482875155737,0.003770556782159623,1834.1972022295834,3654547716693600470
2023-08-06,933.1217524888967,0.0014265749337612596,1832.241776801349,5577572172401769799
2023-08-07,11520.393337779018,0.017656742429548233,1824.9136256480629,5574788983611602895
