date,fee,c,price,liquidity
2024-02-01,484.68657845038706,0.04292382189465016,2297.4725235915034,85986507760452717
2024-02-02,377.34786234169496,0.03335899070016796,2302.9603912154166,86035685226839405
2024-02-03,147.74036200309027,0.012663153280764897,2300.3523813380903,88787734566731830
2024-02-04,271.06495006755534,0.023065183096022634,2286.519733165755,89706073156589823
2024-02-05,477.48369985340344,0.04031390714473002,2294.7758202189093,90245673650606473
2024-02-06,551.6632686617733,0.04976614896573292,2379.905071781087,82937908700237908
2024-02-07,489.1873428281229,0.046504509034760284,2429.6620632207987,77893295091429668
2024-02-08,466.28512706752053,0.041751843152134725,2426.6795167077285,82748963595339765
2024-02-09,808.7015580409976,0.07343138534506245,2493.1710674875276,80505098083367512
2024-02-10,269.54144218350353,0.02344191659100619,2500.875931640419,83922656453279357
2024-02-11,325.2003235216653,0.0283074940630176,2505.560556589127,83770278005403757
2024-02-12,608.698460064542,0.3000528397750674,2657.12385814936,14364530197642509
2024-02-13,401.9373959893629,0.10607765960175156,2636.1445685011968,26936597560874327
2024-02-14,332.1614758104177,0.09157263685186796,2777.8239552744158,25120255163098948
2024-02-15,372.0605164417184,0.104143492632685,2818.5256231795465,24561976807016133
2024-02-16,293.8729885671762,0.07421577435940653,2801.498838689502,27306188722740666
2024-02-17,220.61967511081687,0.046276773941148784,2790.140433909835,32942837050843363
2024-02-18,258.0146129844843,0.06808594462947637,2880.4383515777704,25772135635111197
2024-02-19,981.6763176272673,0.22351152043955308,2943.8418277793958,29546363040473461
2024-02-20,639.3453964422021,0.16496016777980654,3014.05849050719,25767570874001833
2024-02-21,610.3719142066091,0.13564404326120855,2969.5747413492822,30139743304617532
2024-02-22,484.59415273212267,0.1136221339644039,2979.6011366390844,28518654165549278
2024-02-23,437.19640225995454,0.09835047542771351,2921.581440119575,30018154032874397
2024-02-24,279.44144228011703,0.050967644317564814,2991.336430566856,36589501043103784
2024-02-25,638.1583585136704,0.18832108760693492,3111.262166690993,22174511885941934
2024-02-26,602.5512565826245,0.10956602961537544,3183.8988666502837,35573885633334259
2024-02-27,575.5244560468428,0.10919270684588563,3247.153303212633,33760713696208472
2024-02-28,1521.7514976348161,0.403242303366073,3374.1426487884337,23713125283351275
2024-02-29,914.9337539898364,0.21188843009134914,3349.2565905569613,27233349580126713
2024-03-01,520.4703089038525,0.09701378325192456,3440.648234519021,33383759738833910
2024-03-02,446.7871590866473,0.07223019905353832,3431.034535217278,38544479977723914
2024-03-03,810.8343366149703,0.14028901862105922,3479.4175723083063,35764161112134069
2024-03-04,895.9581391494181,0.25927755796023777,3630.3200794198224,20933565086593182
2024-03-05,1584.5573630342546,0.7416266798628168,3559.954311643305,13070532252165062
2024-03-06,910.2813454781709,0.3121029908551742,3816.887743909695,17231214275156092
2024-03-07,906.5587748093849,0.19476948929350085,3858.2643148504426,27350918586024710
2024-03-08,1020.7677041693978,0.21943715077356693,3887.0564347380646,27233233317734758
2024-03-09,750.8774425522919,0.11660225837688723,3905.6864368922575,37610254599250403
2024-03-10,729.2151843606882,0.11151480708773003,3872.1233493365658,38356717908186680
2024-03-11,866.1700715175901,0.15393324664572627,4070.362189039311,32191934924306777
2024-03-12,819.8637380289783,0.11656212467834605,3968.9848166221936,40750915404145374
2024-03-13,743.8982750343166,0.09273655103414569,4011.207311492208,46229364352538975
2024-03-14,1625.5210304735403,0.28291969266740347,3890.8757027690035,33620069035269233
2024-03-15,2186.438691336048,0.3131676546842049,3738.568568718129,41677397627909963
2024-03-16,1188.5277895707723,0.5261593397107478,3524.97272712321,13886955398630868
2024-03-17,1242.639765774155,0.27054662575490984,3644.006492972551,27771952831136623
2024-03-18,1275.9536957433472,0.22336526974557389,3518.3339218567053,35151479078849132
2024-03-19,1844.598307633278,0.591359092553104,3167.191908556107,20230480685004551
2024-03-20,1508.4557808203576,0.4235488061162768,3509.0292629728942,21944641546106334
2024-03-21,812.0328549574157,0.18271605713343042,3490.9147495627244,27454916621857715
2024-03-22,1267.5059263610008,0.240009555703842,3325.8362566175665,33424421421204176
2024-03-23,780.5234004781393,0.11804178168800203,3339.9187315060994,41761403582117152
2024-03-24,652.8743275540858,0.11814767860507297,3458.3654654023326,34297449094726356
2024-03-25,781.3213182317357,0.1214049037088469,3589.3036591007317,39208588574351277
2024-03-26,947.3694060025134,0.13425058760309408,3594.299394870662,42962436179169243
2024-03-27,1195.7966973459463,0.24208789051857796,3502.3783527235337,30464609661722726
2024-03-28,687.6918893035463,0.10075606644610874,3569.798769087458,41695932872855992
2024-03-29,607.6884149352765,0.09324683618571464,3518.2648957496413,40102869455572730
2024-03-30,1106.7214219900902,0.10269794835861672,3510.6972882316986,66385422148929248
2024-03-31,1409.093506018055,0.11981372766683447,3643.096375553865,71119839433716084
2024-04-01,2270.4405605728043,0.20392572738831588,3510.2571948573755,68590111994581120
2024-04-02,1746.014162563522,0.2513081690274027,3281.373605541854,44269659370201098
2024-04-03,1972.2482668241205,0.28387721256287135,3321.4191968121017,44000951667472553
2024-04-04,2094.2746340564527,0.03235480434115477,3332.88373071785,409239586788596377
2024-04-05,2886.833430272589,0.058072240815855054,3326.8259079070967,314579898915498942
2024-04-06,2335.479024715694,0.1222309428884484,3359.7115820748186,120319682006942192
2024-04-07,1982.254500541545,0.11887348504041073,3451.09611596791,103606917863406337
2024-04-08,2036.5045417967565,0.12906553784184027,3701.6316698564005,94661057274157132
2024-04-09,1888.429467007366,0.11555583084223998,3499.958753490025,100825481658520712
2024-04-10,2007.304802568708,0.09017999802631783,3544.6938381700697,136460387912673092
